#################################################################################################################
##Format                                                                                                         
# chan  c1_n2   n1      GEN                   PROCESS                              SAMPLE_NAME                   
#################################################################################################################
212272  -----   -----   UNKNOWN_GEN           TEMPORARY_ROBSAMPLE_REPLACE          Sample_ttbar
301909  -----   -----   Sherpa_CT10           Znngamma_Up3J_70gamma140                     mc15_Zgamma_Sherpa
301910  -----   -----   Sherpa_CT10           Znngamma_Up3J_140gamma                       mc15_Zgamma_Sherpa

301890  -----   -----   Sherpa_CT10           Wenugamma_Up3J_35gamma70                     mc15_Wgamma_Sherpa
301891  -----   -----   Sherpa_CT10           Wenugamma_Up3J_70gamma140                    mc15_Wgamma_Sherpa
301892  -----   -----   Sherpa_CT10           Wenugamma_Up3J_140gamma                      mc15_Wgamma_Sherpa
301893  -----   -----   Sherpa_CT10           Wmnugamma_Up3J_35gamma70                     mc15_Wgamma_Sherpa
301894  -----   -----   Sherpa_CT10           Wmnugamma_Up3J_70gamma140                    mc15_Wgamma_Sherpa
301895  -----   -----   Sherpa_CT10           Wmnugamma_Up3J_140gamma                      mc15_Wgamma_Sherpa
301896  -----   -----   Sherpa_CT10           Wtnugamma_Up3J_35gamma70                     mc15_Wgamma_Sherpa
301897  -----   -----   Sherpa_CT10           Wtnugamma_Up3J_70gamma140                    mc15_Wgamma_Sherpa
301898  -----   -----   Sherpa_CT10           Wtnugamma_Up3J_140gamma                      mc15_Wgamma_Sherpa

361535  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_e_e_0_0_0		                mc15_WW_MCatNLO
361536  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_e_mu_0_0_0		                mc15_WW_MCatNLO
361537  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_e_tau_0_0_0						mc15_WW_MCatNLO
361538  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_mu_e_0_0_0						mc15_WW_MCatNLO
361539  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_mu_mu_0_0_0						mc15_WW_MCatNLO
361540  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_mu_tau_0_0_0						mc15_WW_MCatNLO
361541  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_tau_e_0_0_0						mc15_WW_MCatNLO
361542  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_tau_mu_0_0_0						mc15_WW_MCatNLO
361543  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_tau_tau_0_0_0 					mc15_WW_MCatNLO

361544  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_e_e_0p6_0_0						mc15_WW_MCatNLO_atgc0p6
361545  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_e_mu_0p6_0_0						mc15_WW_MCatNLO_atgc0p6
361546  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_e_tau_0p6_0_0					mc15_WW_MCatNLO_atgc0p6
361547  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_mu_e_0p6_0_0						mc15_WW_MCatNLO_atgc0p6
361548  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_mu_mu_0p6_0_0 					mc15_WW_MCatNLO_atgc0p6
361549  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_mu_tau_0p6_0_0 					mc15_WW_MCatNLO_atgc0p6
361550  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_tau_e_0p6_0_0 					mc15_WW_MCatNLO_atgc0p6
361551  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_tau_mu_0p6_0_0 					mc15_WW_MCatNLO_atgc0p6
361552  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WW_tau_tau_0p6_0_0 					mc15_WW_MCatNLO_atgc0p6

361553  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_e_e_0_0_0                       mc15_WZ_MCatNLO	
361554  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_e_e_0_0_0						mc15_WZ_MCatNLO
361555  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_e_mu_0_0_0						mc15_WZ_MCatNLO	
361556  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_e_mu_0_0_0						mc15_WZ_MCatNLO
361557  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_e_tau_0_0_0						mc15_WZ_MCatNLO
361558  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_e_tau_0_0_0						mc15_WZ_MCatNLO
361559  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_mu_e_0_0_0						mc15_WZ_MCatNLO
361560  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_mu_e_0_0_0						mc15_WZ_MCatNLO
361561  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_mu_mu_0_0_0						mc15_WZ_MCatNLO
361562  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_mu_mu_0_0_0						mc15_WZ_MCatNLO
361563  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_mu_tau_0_0_0					mc15_WZ_MCatNLO
361564  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_mu_tau_0_0_0					mc15_WZ_MCatNLO
361565  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_tau_e_0_0_0						mc15_WZ_MCatNLO
361566  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_tau_e_0_0_0						mc15_WZ_MCatNLO
361567  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_tau_mu_0_0_0					mc15_WZ_MCatNLO
361568  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_tau_mu_0_0_0					mc15_WZ_MCatNLO
361569  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_tau_tau_0_0_0					mc15_WZ_MCatNLO
361570  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_tau_tau_0_0_0					mc15_WZ_MCatNLO

361571  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_e_e_0_0_0p13 					mc15_WZ_MCatNLO_atgc0p13
361572  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_e_e_0_0_0p13 					mc15_WZ_MCatNLO_atgc0p13
361573  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_e_mu_0_0_0p13					mc15_WZ_MCatNLO_atgc0p13
361574  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_e_mu_0_0_0p13					mc15_WZ_MCatNLO_atgc0p13
361575  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_e_tau_0_0_0p13 					mc15_WZ_MCatNLO_atgc0p13
361576  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_e_tau_0_0_0p13 					mc15_WZ_MCatNLO_atgc0p13
361577  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_mu_e_0_0_0p13  					mc15_WZ_MCatNLO_atgc0p13
361578  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_mu_e_0_0_0p13  					mc15_WZ_MCatNLO_atgc0p13
361579  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_mu_mu_0_0_0p13 					mc15_WZ_MCatNLO_atgc0p13
361580  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_mu_mu_0_0_0p13 					mc15_WZ_MCatNLO_atgc0p13
361581  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_mu_tau_0_0_0p13					mc15_WZ_MCatNLO_atgc0p13
361582  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_mu_tau_0_0_0p13					mc15_WZ_MCatNLO_atgc0p13
361583  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_tau_e_0_0_0p13 					mc15_WZ_MCatNLO_atgc0p13
361584  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_tau_e_0_0_0p13 					mc15_WZ_MCatNLO_atgc0p13
361585  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_tau_mu_0_0_0p13					mc15_WZ_MCatNLO_atgc0p13
361586  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_tau_mu_0_0_0p13					mc15_WZ_MCatNLO_atgc0p13
361587  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WpZ_tau_tau_0_0_0p13				mc15_WZ_MCatNLO_atgc0p13
361588  -----   -----   McAtNloHerwigEvtGen   AUET2CT10_WmZ_tau_tau_0_0_0p13				mc15_WZ_MCatNLO_atgc0p13
